Generated by data.opendatascotland.org,2014-02-20T14:00:24+00:00
http://data.opendatascotland.org/data/simd/income-rank,"Scottish Index of Multiple Deprivation, Income Rank"

,,http://reference.data.gov.uk/id/year/2004,http://reference.data.gov.uk/id/year/2006,http://reference.data.gov.uk/id/year/2009,http://reference.data.gov.uk/id/year/2012
http://statistics.data.gov.uk/id/statistical-geography/S01000098,Data Zone S01000098,1995,1819,2554,3245
http://statistics.data.gov.uk/id/statistical-geography/S01000099,Data Zone S01000099,6486,6444,6415,6400
http://statistics.data.gov.uk/id/statistical-geography/S01000100,Data Zone S01000100,3532,2085,2859,3672
http://statistics.data.gov.uk/id/statistical-geography/S01000101,Data Zone S01000101,5710,5835,6366,6381
http://statistics.data.gov.uk/id/statistical-geography/S01000102,Data Zone S01000102,1744,1610,2003,2461
http://statistics.data.gov.uk/id/statistical-geography/S01000103,Data Zone S01000103,5950,5411,6429,6335
http://statistics.data.gov.uk/id/statistical-geography/S01000104,Data Zone S01000104,5280,5885,6331,6487
http://statistics.data.gov.uk/id/statistical-geography/S01000105,Data Zone S01000105,5935,6172,6042,6377
http://statistics.data.gov.uk/id/statistical-geography/S01000106,Data Zone S01000106,6471,6451,6406,6419
http://statistics.data.gov.uk/id/statistical-geography/S01000107,Data Zone S01000107,4271,2316,3818,3998
http://statistics.data.gov.uk/id/statistical-geography/S01000108,Data Zone S01000108,1824,1876,2343,2672
http://statistics.data.gov.uk/id/statistical-geography/S01000109,Data Zone S01000109,3697,2978,4198,4602
http://statistics.data.gov.uk/id/statistical-geography/S01000110,Data Zone S01000110,4222,3824,4250,4037
http://statistics.data.gov.uk/id/statistical-geography/S01000111,Data Zone S01000111,5673,5620,5619,6142
http://statistics.data.gov.uk/id/statistical-geography/S01000112,Data Zone S01000112,2106,2560,3019,3423
http://statistics.data.gov.uk/id/statistical-geography/S01000113,Data Zone S01000113,6124,5563,6226,6158
http://statistics.data.gov.uk/id/statistical-geography/S01000114,Data Zone S01000114,1985,2202,1850,2421
http://statistics.data.gov.uk/id/statistical-geography/S01000115,Data Zone S01000115,2432,2033,2627,2396
http://statistics.data.gov.uk/id/statistical-geography/S01000116,Data Zone S01000116,5377,5802,6307,6027
http://statistics.data.gov.uk/id/statistical-geography/S01000117,Data Zone S01000117,4586,4893,5255,5019
http://statistics.data.gov.uk/id/statistical-geography/S01000118,Data Zone S01000118,2550,2730,2716,3768
http://statistics.data.gov.uk/id/statistical-geography/S01000119,Data Zone S01000119,2376,2323,2525,2563
http://statistics.data.gov.uk/id/statistical-geography/S01000120,Data Zone S01000120,4851,4292,5102,4837
http://statistics.data.gov.uk/id/statistical-geography/S01000121,Data Zone S01000121,3583,3511,4087,4021
http://statistics.data.gov.uk/id/statistical-geography/S01000122,Data Zone S01000122,1599,1450,1383,2667
http://statistics.data.gov.uk/id/statistical-geography/S01000123,Data Zone S01000123,5764,5888,5944,6185
http://statistics.data.gov.uk/id/statistical-geography/S01000124,Data Zone S01000124,4285,4273,4610,5112
http://statistics.data.gov.uk/id/statistical-geography/S01000125,Data Zone S01000125,1774,2408,3082,2744
http://statistics.data.gov.uk/id/statistical-geography/S01000126,Data Zone S01000126,1906,1936,2309,1813
http://statistics.data.gov.uk/id/statistical-geography/S01000127,Data Zone S01000127,6460,6498,6480,6426
http://statistics.data.gov.uk/id/statistical-geography/S01000128,Data Zone S01000128,4260,4385,5399,5291
http://statistics.data.gov.uk/id/statistical-geography/S01000129,Data Zone S01000129,5866,6241,6489,6436
http://statistics.data.gov.uk/id/statistical-geography/S01000130,Data Zone S01000130,2745,2534,3785,4467
http://statistics.data.gov.uk/id/statistical-geography/S01000131,Data Zone S01000131,6018,6037,6264,6063
http://statistics.data.gov.uk/id/statistical-geography/S01000132,Data Zone S01000132,5650,5225,5530,4949
http://statistics.data.gov.uk/id/statistical-geography/S01000133,Data Zone S01000133,3247,2603,2636,1940
http://statistics.data.gov.uk/id/statistical-geography/S01000134,Data Zone S01000134,1162,1491,1278,1291
http://statistics.data.gov.uk/id/statistical-geography/S01000135,Data Zone S01000135,1316,1261,1134,1135
http://statistics.data.gov.uk/id/statistical-geography/S01000136,Data Zone S01000136,1794,1721,2061,2151
http://statistics.data.gov.uk/id/statistical-geography/S01000137,Data Zone S01000137,3029,2758,3330,3571
http://statistics.data.gov.uk/id/statistical-geography/S01000138,Data Zone S01000138,3549,4741,4800,5313
http://statistics.data.gov.uk/id/statistical-geography/S01000139,Data Zone S01000139,3230,2665,2875,2789
http://statistics.data.gov.uk/id/statistical-geography/S01000140,Data Zone S01000140,3353,3007,3237,3476
http://statistics.data.gov.uk/id/statistical-geography/S01000141,Data Zone S01000141,5871,5880,6193,5819
http://statistics.data.gov.uk/id/statistical-geography/S01000142,Data Zone S01000142,945,1058,1220,1008
http://statistics.data.gov.uk/id/statistical-geography/S01000143,Data Zone S01000143,6352,6481,6388,6307
http://statistics.data.gov.uk/id/statistical-geography/S01000144,Data Zone S01000144,4628,5275,5456,5455
http://statistics.data.gov.uk/id/statistical-geography/S01000145,Data Zone S01000145,2053,2013,1477,1446
http://statistics.data.gov.uk/id/statistical-geography/S01000146,Data Zone S01000146,1510,1779,2706,3100
http://statistics.data.gov.uk/id/statistical-geography/S01000147,Data Zone S01000147,3615,3272,3951,4300
http://statistics.data.gov.uk/id/statistical-geography/S01000148,Data Zone S01000148,559,878,828,1582
http://statistics.data.gov.uk/id/statistical-geography/S01000149,Data Zone S01000149,3644,3072,3940,3663
http://statistics.data.gov.uk/id/statistical-geography/S01000150,Data Zone S01000150,2374,2183,2348,2756
http://statistics.data.gov.uk/id/statistical-geography/S01000151,Data Zone S01000151,1978,1351,1877,1685
http://statistics.data.gov.uk/id/statistical-geography/S01000152,Data Zone S01000152,4494,3670,4010,4585
http://statistics.data.gov.uk/id/statistical-geography/S01000153,Data Zone S01000153,2320,1646,3449,3979
http://statistics.data.gov.uk/id/statistical-geography/S01000154,Data Zone S01000154,2809,2988,3484,3150
http://statistics.data.gov.uk/id/statistical-geography/S01000155,Data Zone S01000155,2944,2530,2053,2567
http://statistics.data.gov.uk/id/statistical-geography/S01000156,Data Zone S01000156,1704,1960,2302,2388
http://statistics.data.gov.uk/id/statistical-geography/S01000157,Data Zone S01000157,1715,923,1094,1086
http://statistics.data.gov.uk/id/statistical-geography/S01000158,Data Zone S01000158,2974,1796,2321,2746
http://statistics.data.gov.uk/id/statistical-geography/S01000159,Data Zone S01000159,4863,5254,6170,6135
http://statistics.data.gov.uk/id/statistical-geography/S01000160,Data Zone S01000160,3184,3209,2746,3607
http://statistics.data.gov.uk/id/statistical-geography/S01000161,Data Zone S01000161,5717,6061,6059,5975
http://statistics.data.gov.uk/id/statistical-geography/S01000162,Data Zone S01000162,2805,2652,3113,3351
http://statistics.data.gov.uk/id/statistical-geography/S01000163,Data Zone S01000163,2823,1905,2336,2276
http://statistics.data.gov.uk/id/statistical-geography/S01000164,Data Zone S01000164,2588,2859,3815,3734
