Generated by data.opendatascotland.org,2014-02-20T14:00:09+00:00
http://data.opendatascotland.org/data/simd/health-rank,"Scottish Index of Multiple Deprivation, Health Rank"

,,http://reference.data.gov.uk/id/year/2004,http://reference.data.gov.uk/id/year/2006,http://reference.data.gov.uk/id/year/2009,http://reference.data.gov.uk/id/year/2012
http://statistics.data.gov.uk/id/statistical-geography/S01000061,Data Zone S01000061,5887,5908,6056,5862
http://statistics.data.gov.uk/id/statistical-geography/S01000062,Data Zone S01000062,5634,6057,5697,5772
http://statistics.data.gov.uk/id/statistical-geography/S01000063,Data Zone S01000063,5948,5286,5074,5163
http://statistics.data.gov.uk/id/statistical-geography/S01000064,Data Zone S01000064,2875,2363,2405,4184
http://statistics.data.gov.uk/id/statistical-geography/S01000065,Data Zone S01000065,3608,4638,3944,3704
http://statistics.data.gov.uk/id/statistical-geography/S01000066,Data Zone S01000066,887,692,965,860
http://statistics.data.gov.uk/id/statistical-geography/S01000067,Data Zone S01000067,4784,4887,5287,3732
http://statistics.data.gov.uk/id/statistical-geography/S01000068,Data Zone S01000068,4604,4540,4517,3866
http://statistics.data.gov.uk/id/statistical-geography/S01000069,Data Zone S01000069,1040,1113,740,801
http://statistics.data.gov.uk/id/statistical-geography/S01000070,Data Zone S01000070,2209,1443,2025,2535
http://statistics.data.gov.uk/id/statistical-geography/S01000071,Data Zone S01000071,599,540,627,387
http://statistics.data.gov.uk/id/statistical-geography/S01000072,Data Zone S01000072,3651,3575,3760,3033
http://statistics.data.gov.uk/id/statistical-geography/S01000073,Data Zone S01000073,5844,6105,5879,5538
http://statistics.data.gov.uk/id/statistical-geography/S01000074,Data Zone S01000074,525,239,355,267
http://statistics.data.gov.uk/id/statistical-geography/S01000075,Data Zone S01000075,4113,5120,5340,5606
http://statistics.data.gov.uk/id/statistical-geography/S01000076,Data Zone S01000076,5713,6345,6424,6305
http://statistics.data.gov.uk/id/statistical-geography/S01000077,Data Zone S01000077,5447,5884,5189,5173
http://statistics.data.gov.uk/id/statistical-geography/S01000078,Data Zone S01000078,1338,898,544,530
http://statistics.data.gov.uk/id/statistical-geography/S01000079,Data Zone S01000079,4259,3415,4062,4771
http://statistics.data.gov.uk/id/statistical-geography/S01000080,Data Zone S01000080,3919,4321,4735,4008
http://statistics.data.gov.uk/id/statistical-geography/S01000081,Data Zone S01000081,5996,5607,5876,5645
http://statistics.data.gov.uk/id/statistical-geography/S01000082,Data Zone S01000082,1317,1030,816,340
http://statistics.data.gov.uk/id/statistical-geography/S01000083,Data Zone S01000083,4537,6138,5819,5358
http://statistics.data.gov.uk/id/statistical-geography/S01000084,Data Zone S01000084,374,362,220,263
http://statistics.data.gov.uk/id/statistical-geography/S01000085,Data Zone S01000085,2950,3277,3088,2872
http://statistics.data.gov.uk/id/statistical-geography/S01000086,Data Zone S01000086,3806,4205,4353,4858
http://statistics.data.gov.uk/id/statistical-geography/S01000087,Data Zone S01000087,5843,5446,5878,5381
http://statistics.data.gov.uk/id/statistical-geography/S01000088,Data Zone S01000088,4468,4706,5305,5161
http://statistics.data.gov.uk/id/statistical-geography/S01000089,Data Zone S01000089,5764,5654,6273,5977
http://statistics.data.gov.uk/id/statistical-geography/S01000090,Data Zone S01000090,4761,5961,5648,5290
http://statistics.data.gov.uk/id/statistical-geography/S01000091,Data Zone S01000091,3142,3457,3053,2497
http://statistics.data.gov.uk/id/statistical-geography/S01000092,Data Zone S01000092,4119,5695,5889,5470
http://statistics.data.gov.uk/id/statistical-geography/S01000093,Data Zone S01000093,2207,3530,4112,3823
http://statistics.data.gov.uk/id/statistical-geography/S01000094,Data Zone S01000094,3850,5116,4757,5419
http://statistics.data.gov.uk/id/statistical-geography/S01000095,Data Zone S01000095,5317,5550,5943,6117
http://statistics.data.gov.uk/id/statistical-geography/S01000096,Data Zone S01000096,455,915,1208,1305
http://statistics.data.gov.uk/id/statistical-geography/S01000097,Data Zone S01000097,6164,5428,6083,5754
http://statistics.data.gov.uk/id/statistical-geography/S01000098,Data Zone S01000098,717,176,331,425
http://statistics.data.gov.uk/id/statistical-geography/S01000099,Data Zone S01000099,5418,6221,6004,5956
http://statistics.data.gov.uk/id/statistical-geography/S01000100,Data Zone S01000100,2031,985,767,892
http://statistics.data.gov.uk/id/statistical-geography/S01000101,Data Zone S01000101,5508,5505,5765,5627
http://statistics.data.gov.uk/id/statistical-geography/S01000102,Data Zone S01000102,1114,1243,1219,1038
http://statistics.data.gov.uk/id/statistical-geography/S01000103,Data Zone S01000103,4997,5310,5958,6217
http://statistics.data.gov.uk/id/statistical-geography/S01000104,Data Zone S01000104,5822,5827,5365,5283
http://statistics.data.gov.uk/id/statistical-geography/S01000105,Data Zone S01000105,5622,5643,5342,5137
http://statistics.data.gov.uk/id/statistical-geography/S01000106,Data Zone S01000106,5835,6478,6206,5967
http://statistics.data.gov.uk/id/statistical-geography/S01000107,Data Zone S01000107,2988,1933,1886,2789
http://statistics.data.gov.uk/id/statistical-geography/S01000108,Data Zone S01000108,949,1404,1474,1287
http://statistics.data.gov.uk/id/statistical-geography/S01000109,Data Zone S01000109,1627,2107,2783,1771
http://statistics.data.gov.uk/id/statistical-geography/S01000110,Data Zone S01000110,2662,2762,3510,2440
http://statistics.data.gov.uk/id/statistical-geography/S01000111,Data Zone S01000111,5040,5178,4862,4547
http://statistics.data.gov.uk/id/statistical-geography/S01000112,Data Zone S01000112,1702,2725,2673,2326
http://statistics.data.gov.uk/id/statistical-geography/S01000113,Data Zone S01000113,4551,5890,6112,6263
http://statistics.data.gov.uk/id/statistical-geography/S01000114,Data Zone S01000114,1869,3184,2958,2464
http://statistics.data.gov.uk/id/statistical-geography/S01000115,Data Zone S01000115,1885,1695,2004,2050
http://statistics.data.gov.uk/id/statistical-geography/S01000116,Data Zone S01000116,4270,6025,6012,6285
http://statistics.data.gov.uk/id/statistical-geography/S01000117,Data Zone S01000117,5825,4202,3953,2352
http://statistics.data.gov.uk/id/statistical-geography/S01000118,Data Zone S01000118,1847,2462,2744,1762
