Generated by data.opendatascotland.org,2014-02-20T14:00:02+00:00
http://data.opendatascotland.org/data/simd/geographic-access-rank,"Scottish Index of Multiple Deprivation, Geographic Access Rank"

,,http://reference.data.gov.uk/id/year/2004,http://reference.data.gov.uk/id/year/2006,http://reference.data.gov.uk/id/year/2009,http://reference.data.gov.uk/id/year/2012
http://statistics.data.gov.uk/id/statistical-geography/S01000161,Data Zone S01000161,6166,5950,6251,6230
http://statistics.data.gov.uk/id/statistical-geography/S01000162,Data Zone S01000162,4315,2925,3247,3519
http://statistics.data.gov.uk/id/statistical-geography/S01000163,Data Zone S01000163,3787,4095,3880,4950
http://statistics.data.gov.uk/id/statistical-geography/S01000164,Data Zone S01000164,4746,3359,3494,3364
http://statistics.data.gov.uk/id/statistical-geography/S01000165,Data Zone S01000165,4809,3899,3439,3468
http://statistics.data.gov.uk/id/statistical-geography/S01000166,Data Zone S01000166,6023,5529,5588,5774
http://statistics.data.gov.uk/id/statistical-geography/S01000167,Data Zone S01000167,4442,4091,4269,4489
http://statistics.data.gov.uk/id/statistical-geography/S01000168,Data Zone S01000168,5362,4587,4405,4913
http://statistics.data.gov.uk/id/statistical-geography/S01000169,Data Zone S01000169,4178,3372,3686,3298
http://statistics.data.gov.uk/id/statistical-geography/S01000170,Data Zone S01000170,4891,5605,5626,5429
http://statistics.data.gov.uk/id/statistical-geography/S01000171,Data Zone S01000171,564,763,996,890
http://statistics.data.gov.uk/id/statistical-geography/S01000172,Data Zone S01000172,4086,2484,3045,2952
http://statistics.data.gov.uk/id/statistical-geography/S01000173,Data Zone S01000173,3701,3216,4126,3655
http://statistics.data.gov.uk/id/statistical-geography/S01000174,Data Zone S01000174,1153,1363,1711,1558
http://statistics.data.gov.uk/id/statistical-geography/S01000175,Data Zone S01000175,6439,6157,6212,6184
http://statistics.data.gov.uk/id/statistical-geography/S01000176,Data Zone S01000176,5288,4366,4927,4477
http://statistics.data.gov.uk/id/statistical-geography/S01000177,Data Zone S01000177,5529,5270,5222,4922
http://statistics.data.gov.uk/id/statistical-geography/S01000178,Data Zone S01000178,4524,4781,5194,5767
http://statistics.data.gov.uk/id/statistical-geography/S01000179,Data Zone S01000179,4949,3618,3782,3446
http://statistics.data.gov.uk/id/statistical-geography/S01000180,Data Zone S01000180,5374,4974,5757,6237
http://statistics.data.gov.uk/id/statistical-geography/S01000181,Data Zone S01000181,3226,4690,5098,4361
http://statistics.data.gov.uk/id/statistical-geography/S01000182,Data Zone S01000182,5058,3683,3733,4743
http://statistics.data.gov.uk/id/statistical-geography/S01000183,Data Zone S01000183,5080,5184,5438,4606
http://statistics.data.gov.uk/id/statistical-geography/S01000184,Data Zone S01000184,5672,5318,4766,5162
http://statistics.data.gov.uk/id/statistical-geography/S01000185,Data Zone S01000185,4692,3857,4283,4498
http://statistics.data.gov.uk/id/statistical-geography/S01000186,Data Zone S01000186,3940,3572,3875,4010
http://statistics.data.gov.uk/id/statistical-geography/S01000187,Data Zone S01000187,3094,4493,5121,4667
http://statistics.data.gov.uk/id/statistical-geography/S01000188,Data Zone S01000188,5643,5307,5302,5350
http://statistics.data.gov.uk/id/statistical-geography/S01000189,Data Zone S01000189,3220,4779,4990,3537
http://statistics.data.gov.uk/id/statistical-geography/S01000190,Data Zone S01000190,5798,5070,5922,6193
http://statistics.data.gov.uk/id/statistical-geography/S01000191,Data Zone S01000191,5301,5375,5158,5290
http://statistics.data.gov.uk/id/statistical-geography/S01000192,Data Zone S01000192,5814,5627,5841,5828
http://statistics.data.gov.uk/id/statistical-geography/S01000193,Data Zone S01000193,6165,5210,6052,6185
http://statistics.data.gov.uk/id/statistical-geography/S01000194,Data Zone S01000194,5212,5539,5632,5693
http://statistics.data.gov.uk/id/statistical-geography/S01000195,Data Zone S01000195,4749,4606,4265,4056
http://statistics.data.gov.uk/id/statistical-geography/S01000196,Data Zone S01000196,5546,4911,5362,5811
http://statistics.data.gov.uk/id/statistical-geography/S01000197,Data Zone S01000197,5444,3858,3802,4998
http://statistics.data.gov.uk/id/statistical-geography/S01000198,Data Zone S01000198,3669,4826,4849,3762
