area,2006,2009,2012
S01005164,5593,4550,3774
S01005165,3062,3413,2742
S01005166,2206,1926,1834
S01005167,508,1184,496
S01005168,2140,4183,5336
S01005169,4463,5286,6005
S01005170,3209,3048,3214
S01005171,2169,1499,2344
S01005172,5284,4637,4726
S01005173,4451,4063,3581
S01005174,1128,2934,3589
S01005175,5454,5178,5679
S01005176,395,2777,1934
S01005177,676,608,658
S01005178,1536,2882,4318
S01005179,3983,4367,3628
S01005180,2197,4575,4304
S01005181,5561,4453,6229
S01005182,1059,901,498
S01005183,1041,1406,1735
S01005184,724,842,584
S01005185,3581,3240,4778
S01005186,4766,5478,4750
S01005187,4504,4711,4208
S01005188,4536,5892,6300
S01005189,3887,3663,3112
S01005190,5287,4629,5874
S01005191,750,437,1210
S01005192,4856,4258,3321
S01005193,6215,5776,5261
S01005194,3450,4325,3439
S01005195,4878,6219,5870
S01005196,672,1483,745
S01005197,1457,1555,1185
S01005198,3327,3422,4614
S01005199,2239,2919,848
S01005200,3855,6199,4503
S01005201,2696,2410,1639
S01005202,2109,2849,2104
S01005203,3836,4171,2145
S01005204,5995,5611,3923
S01005205,3405,4423,3404
S01005206,4092,4929,3848
S01005207,2340,3103,1885
S01005208,298,451,428
S01005209,2089,4220,3119
S01005210,4637,4544,2979
S01005211,2269,1626,1125
S01005212,4658,4876,2625
S01005213,3008,2734,4255
S01005214,604,371,276
S01005215,4126,3406,1702
S01005216,2681,1790,1316
S01005217,2450,2361,2480
S01005218,858,324,363
S01005219,1363,1738,376
S01005220,3654,3273,2446
S01005221,3369,1433,307
S01005222,1515,1111,741
S01005223,3742,2862,5149
S01005224,5490,5626,5517
S01005225,1619,1230,1131
S01005226,754,1607,1857
S01005227,1569,526,1170
S01005228,3805,2220,1772
S01005229,2013,950,284
S01005230,3738,2912,4811
S01005231,4563,4721,2238
S01005232,2223,2219,1124
S01005233,1035,1513,1529
S01005234,3364,2381,2269
S01005235,552,1185,2925
S01005236,3140,4131,3171
S01005237,3814,5522,4909
S01005238,4468,3365,6040
S01005239,357,475,161
S01005240,794,2421,1117
S01005241,4080,4329,5667
S01005242,420,614,204
S01005243,258,307,44
S01005244,5024,5631,5053
S01005245,1378,948,241
S01005246,3285,1325,551
S01005247,59,161,31
S01005248,1382,906,747
S01005249,10,14,10
S01005250,1903,1671,879
S01005251,815,1914,802
S01005252,334,679,1178
S01005253,3770,4263,3884
S01005254,1477,851,126
S01005255,1365,340,244
S01005256,173,1135,1464
S01005257,2460,4348,2753
S01005258,3780,5480,5786
S01005259,1360,839,313
S01005260,3017,3618,4135
S01005261,410,1549,740
S01005262,3162,2752,1710
S01005263,548,1030,195
S01005264,1036,1582,3202
S01005265,228,55,24
S01005266,1349,4323,1704
S01005267,2085,2320,2430
S01005268,116,260,77
S01005269,3986,4284,4779
S01005270,3268,5729,6095
S01005271,4614,2113,3379
S01005272,381,550,106
S01005273,5569,5977,5869
S01005274,760,1472,445
S01005275,1053,281,505
S01005276,4202,2100,2434
S01005277,3276,4356,2769
S01005278,1693,1969,3283
S01005279,5968,5967,4851
S01005280,2022,3641,1256
S01005281,1370,3085,2932
S01005282,2196,2305,1510
S01005283,6000,6240,6358
S01005284,967,999,1499
S01005285,3838,5257,5666
S01005286,4838,5220,5852
S01005287,1603,2006,978
S01005288,1681,1366,541
S01005289,3489,4019,2568
S01005290,1655,1891,3386
S01005291,6284,6386,5956
S01005292,1198,1924,1052
S01005293,2849,538,867
S01005294,5861,3658,3442
S01005295,1887,1527,1408
S01005296,6262,6087,6454
S01005297,2924,2349,3027
S01005298,5469,6331,5426
S01005299,6072,5494,5509
S01005300,4997,6224,6487
S01005301,5333,5020,5855
S01005302,4460,4693,4635
S01005303,3778,3318,4934
S01005304,5609,4795,5507
S01005305,4496,2909,5007
S01005306,4656,1765,4784
S01005307,4386,5399,5841
S01005308,917,529,588
S01005309,2964,1141,1776
S01005310,4190,1605,2791
S01005311,4704,3932,4799
S01005312,235,46,124
S01005313,3294,4959,5818
S01005314,4518,4518,4717
S01005315,332,551,607
S01005316,5278,3828,4445
S01005317,4835,5036,5158
S01005318,2367,3723,4452
S01005319,5155,5312,5899
S01005320,2916,3855,4375
S01005321,3229,4995,3910
S01005322,1394,3164,1780
S01005323,1002,1120,1063
S01005324,1328,2070,707
S01005325,1064,658,1369
S01005326,1224,826,2128
S01005327,1496,2714,2914
S01005328,988,394,421
S01005329,2839,3813,1065
S01005330,1086,3720,1237
S01005331,2014,1778,1192
S01005332,5608,3752,3790
S01005333,6330,6132,6447
S01005334,6207,5231,5315
S01005335,6213,6017,5980
S01005336,4622,5703,5088
S01005337,4508,4591,5191
S01005338,6252,6245,6404
S01005339,2603,5048,3069
S01005340,5953,4068,3886
S01005341,3261,3540,4038
S01005342,4264,2669,2453
S01005343,6025,6209,6280
S01005344,3632,5394,5344
S01005345,5420,6211,6202
S01005346,6002,5105,5449
S01005347,5818,6217,5044
S01005348,888,2075,2571
S01005349,4706,6250,6450
S01005350,4998,4293,4821
S01005351,3905,98,1277
S01005352,4919,5268,4023
S01005353,4274,4760,4854
S01005354,5672,6296,6153
S01005355,4931,5349,4019
S01005356,4744,4866,6420
S01005357,4208,5392,3172
S01005358,4375,4016,3808
S01005359,6472,6493,6352
S01005360,5819,6403,6487
S01005361,6080,4576,6032
S01005362,4787,4627,6319
S01005363,6358,5147,5614
S01005364,6173,6295,4311
S01005365,6383,6121,6462
S01005366,5751,5629,5989
S01005367,2734,4021,4077
S01005368,1487,3516,2282
S01005369,564,246,387
S01005370,1537,2400,3163
S01005371,5862,6278,4673
S01005372,554,412,633
S01005373,2308,1317,779
S01005374,1942,2106,890
S01005375,4331,4357,3907
S01005376,4047,2002,2662
S01005377,1366,4259,3211
S01005378,1658,746,1040
S01005379,2359,4134,4573
S01005380,1570,2741,1759
S01005381,3454,1704,2878
S01005382,722,1519,832
S01005383,6088,5581,5185
S01005384,5746,6197,5600
S01005385,6046,6422,5782
S01005386,4762,4988,5446
S01005387,5314,5408,6142
S01005388,1280,3055,2159
S01005389,840,664,1622
S01005390,4539,3920,3858
S01005391,895,3878,4249
S01005392,5755,5888,5457
S01005393,6260,6475,5856
S01005394,6465,6146,5064
S01005395,6466,6289,6286
S01005396,6145,6206,5726
S01005397,5944,4002,6418
S01005398,6105,5857,6288
S01005399,1459,2163,2702
S01005400,1959,2617,1881
S01005401,4898,4032,4432
S01005402,3007,2596,4330
S01005403,2487,4804,2973
S01005404,4954,5736,4766
S01005405,1802,6052,4558
S01005406,5767,5849,5853
S01005407,5997,5445,6066
S01005408,1762,2821,5572
S01005409,5378,5325,5676
S01005410,5954,6365,5805
S01005411,4009,3964,6039
S01005412,4251,5352,5780
S01005413,1137,1061,1180
S01005414,5473,5275,5224
S01005415,4132,5139,5395
S01005416,337,2239,2598
S01005417,3354,3990,4734
S01005418,5998,6421,5957
S01005419,1833,3698,4226
S01005420,6225,6080,5464
S01005421,5566,6029,6242
S01005422,3864,5520,5068
S01005423,5795,4770,5826
S01005424,5732,3598,2492
S01005425,584,351,941
S01005426,1042,743,1437
S01005427,547,1958,765
S01005428,2257,3539,3070
S01005429,91,103,314
S01005430,3404,2521,1871
S01005431,2490,2331,1703
S01005432,2277,956,3560
S01005433,5709,3776,4926
S01005434,46,123,148
S01005435,4758,5279,3879
S01005436,3748,2762,3292
S01005437,3689,3304,2870
S01005438,4116,5211,5200
S01005439,2713,4783,6120
S01005440,5326,5926,5777
S01005441,2259,3537,2970
S01005442,6132,4943,4979
S01005443,1892,3946,3601
S01005444,6129,5350,5026
S01005445,5038,5372,5842
S01005446,2973,3905,4845
S01005447,2820,6404,5132
S01005448,6054,6212,4631
S01005449,6416,5555,6317
S01005450,2829,4338,3622
S01005451,3505,4210,4569
S01005452,6264,6429,6289
S01005453,3977,4363,5189
S01005454,799,1638,2142
S01005455,2054,1952,1888
S01005456,3202,4470,5823
S01005457,1163,4180,3887
S01005458,3754,4702,4348
S01005459,5686,5604,5391
S01005460,6462,5543,6487
S01005461,5426,5781,6197
S01005462,6426,6192,6132
S01005463,4679,6107,3876
S01005464,3220,2229,2935
S01005465,4726,5566,5641
S01005466,6471,5652,6170
S01005467,6134,6148,6214
S01005468,6412,5913,5803
S01005469,6397,6410,5940
S01005470,3834,6162,5948
S01005471,5788,5558,5575
S01005472,6347,6274,6169
S01005473,5839,6263,5894
S01005474,2846,4761,3514
S01005475,6415,5531,6382
S01005476,6403,5259,6213
S01005477,3443,3533,4915
S01005478,3055,1731,3158
S01005479,3138,2770,3576
S01005480,6053,6431,6233
S01005481,4876,5280,4588
S01005482,5267,5539,5922
S01005483,3490,3722,4429
S01005484,4809,3710,5214
S01005485,4175,5051,5227
S01005486,2430,895,1918
S01005487,468,327,519
S01005488,2200,2406,2261
S01005489,5151,5023,4708
S01005490,5766,4219,6406
S01005491,4567,5947,5455
S01005492,5594,5988,6140
S01005493,5341,6493,6312
S01005494,5750,4026,6346
S01005495,5716,5842,5674
S01005496,6212,6423,5862
S01005497,6437,6464,6228
S01005498,5471,5300,5206
S01005499,1451,2190,1215
S01005500,5881,4834,4651
S01005501,4370,4455,3261
S01005502,4659,5010,4474
S01005503,3072,2743,2849
S01005504,2862,605,2649
S01005505,216,2511,1229
S01005506,922,1132,784
S01005507,272,332,811
S01005508,1453,845,959
S01005509,6439,5032,5321
S01005510,5730,6462,6167
S01005511,6493,6382,6293
S01005512,5434,6392,6267
S01005513,5587,5335,5624
S01005514,6493,6351,6394
S01005515,5798,6221,6487
S01005516,5748,6439,5909
S01005517,2426,4583,3397
S01005518,4489,4841,4349
S01005519,6453,5373,6487
S01005520,6089,5187,5694
S01005521,6411,5089,6336
S01005522,2386,4571,5775
S01005523,5351,5542,4862
S01005524,6117,5596,4981
S01005525,3211,3936,3311
S01005526,1347,1962,1357
S01005527,475,1631,1108
S01005528,3064,3495,3508
S01005529,2922,2029,2217
S01005530,1691,2176,3001
S01005531,882,1268,486
S01005532,1483,513,801
S01005533,3712,3157,3114
S01005534,4147,2649,2279
S01005535,4229,5083,3424
S01005536,6375,5978,5833
S01005537,4853,2944,3801
S01005538,5974,5266,4354
S01005539,5291,4390,3562
S01005540,2653,862,2070
S01005541,1712,1899,1676
S01005542,3650,4127,2740
S01005543,2526,2341,636
S01005544,3676,2091,3739
S01005545,4477,3787,4661
S01005546,6197,6063,5802
S01005547,1222,836,700
S01005548,2895,4483,2551
S01005549,3594,4412,3383
S01005550,6261,5774,6117
S01005551,5564,6420,6144
S01005552,5602,5789,5990
S01005553,4923,3388,3793
S01005554,5796,6038,6335
S01005555,4938,3385,3735
S01005556,4783,6458,6327
S01005557,3401,4081,5245
S01005558,5836,4515,4532
S01005559,1390,1678,3332
S01005560,2427,2932,3084
S01005561,4961,6170,5302
S01005562,4673,3609,5015
S01005563,4793,4056,4151
S01005564,5179,2960,3944
S01005565,6238,5645,6001
S01005566,2595,944,2066
S01005567,3543,2271,1902
S01005568,5588,3419,6059
S01005569,5715,4901,4698
S01005570,4664,4255,3841
S01005571,5948,6307,5036
S01005572,5889,4244,5549
S01005573,4895,2874,4711
S01005574,2056,1798,2693
S01005575,5264,6306,5756
S01005576,5027,4004,4476
S01005577,4340,2403,3224
S01005578,4531,3390,4451
S01005579,3957,4086,4068
S01005580,3938,6133,3485
S01005581,2472,3404,2771
S01005582,4347,2931,3046
S01005583,5041,2370,3533
S01005584,4030,4617,5837
S01005585,103,86,22
S01005586,214,321,326
S01005587,4525,2916,3080
S01005588,1165,1526,1608
S01005589,22,31,25
S01005590,432,200,108
S01005591,3557,1151,641
S01005592,247,189,224
S01005593,2794,2154,1094
S01005594,140,88,135
S01005595,793,2064,1317
S01005596,1926,1676,1133
S01005597,866,272,618
S01005598,311,192,162
S01005599,887,369,1273
S01005600,414,383,121
S01005601,4398,4729,4595
S01005602,583,1343,336
S01005603,867,1789,2323
S01005604,1425,501,260
S01005605,5216,3490,4497
S01005606,1174,1278,1149
S01005607,2864,4217,2254
S01005608,5856,3075,5617
S01005609,1988,2553,1988
S01005610,4465,4859,5790
S01005611,1733,1330,1129
S01005612,5086,3775,4443
S01005613,3859,5442,3656
S01005614,3001,5129,6250
S01005615,3934,3185,3071
S01005616,4446,4666,5820
S01005617,2243,2850,2824
S01005618,4124,4846,4935
S01005619,5201,5527,4863
S01005620,3039,3013,1784
S01005621,1832,1761,2967
S01005622,4520,6077,5946
S01005623,2240,2712,3592
S01005624,1994,4623,4611
S01005625,3719,4896,4216
S01005626,3720,3200,4096
S01005627,5890,3541,5881
S01005628,1241,3492,2178
S01005629,5784,4938,5620
S01005630,2736,940,1950
S01005631,2372,2267,2976
S01005632,1220,1800,2391
S01005633,2835,2568,2241
S01005634,4085,4175,3306
S01005635,4084,4280,6123
S01005636,1354,2485,4472
S01005637,4249,2524,1627
S01005638,2617,3237,3763
S01005639,2216,3701,2450
S01005640,3810,5359,4732
S01005641,4516,4496,3512
S01005642,5486,5170,4859
S01005643,6102,6099,5183
S01005644,6448,5795,5729
S01005645,5685,5125,4507
S01005646,249,198,277
S01005647,3600,3754,1961
S01005648,2286,2589,4659
S01005649,1911,2523,1525
S01005650,3926,2492,4102
S01005651,2235,2025,2794
S01005652,5095,4819,5453
S01005653,4813,2665,3427
S01005654,4528,5854,5392
S01005655,4934,5711,5322
S01005656,3005,2826,2228
S01005657,5172,5198,4936
S01005658,5530,4214,5280
S01005659,2635,2610,4742
S01005660,2414,2224,2879
S01005661,5972,4568,6414
S01005662,5578,4900,5560
S01005663,6158,6011,4675
S01005664,6443,6445,6254
S01005665,6307,6327,6179
S01005666,3499,2921,5054
S01005667,4344,2571,4197
S01005668,3714,3368,3053
S01005669,4965,3804,4202
S01005670,3764,3768,1669
S01005671,5828,4730,3661
S01005672,2173,2623,3898
S01005673,4618,6286,5704
S01005674,4424,2449,2123
S01005675,1704,359,1468
S01005676,3096,2793,2611
S01005677,5893,5924,2621
S01005678,3528,5006,6057
S01005679,4636,3692,3055
S01005680,5402,5889,5277
S01005681,4444,4474,4525
S01005682,1602,3020,2953
S01005683,1324,1315,712
S01005684,3362,4269,4997
S01005685,3256,4229,3914
S01005686,2273,1371,2657
S01005687,5551,5230,3445
S01005688,4651,2958,2290
S01005689,6338,6440,6047
S01005690,5845,6105,6230
S01005691,5575,3576,3381
S01005692,5655,5914,5548
S01005693,1532,2124,3652
S01005694,1583,2783,2187
S01005695,2951,4381,987
S01005696,1447,1793,3689
S01005697,1312,2475,1363
S01005698,3391,4052,2355
S01005699,372,1149,249
S01005700,4145,4586,5187
S01005701,330,211,727
S01005702,3790,3662,5670
S01005703,6100,2897,5793
S01005704,3145,2405,2697
S01005705,5114,5416,5213
S01005706,4604,4504,5961
S01005707,450,310,305
S01005708,2075,1248,993
S01005709,4610,3728,2982
S01005710,4606,3756,4850
S01005711,4669,4432,3906
S01005712,2341,3743,1811
S01005713,2672,2213,3616
S01005714,3358,2127,2713
S01005715,3322,4135,3925
S01005716,6351,5839,5761
S01005717,4544,6493,6152
S01005718,773,2036,2729
S01005719,1665,2609,3438
S01005720,2342,5739,6361
S01005721,1325,1820,2892
S01005722,6435,5981,4602
S01005723,4819,4604,3591
S01005724,5275,5779,6116
S01005725,3021,4414,2640
S01005726,2998,4275,4041
S01005727,5769,5249,5242
S01005728,3803,2549,1930
S01005729,5251,3420,1675
S01005730,2796,2032,2265
S01005731,3070,2739,1837
S01005732,2242,2259,899
S01005733,5346,6425,5035
S01005734,4968,5072,3813
S01005735,5315,5821,4180
S01005736,3208,2835,3169
S01005737,3315,2045,2260
S01005738,1352,2232,2811
S01005739,2708,1931,3277
S01005740,5165,5410,5629
S01005741,4511,4777,4814
S01005742,4157,5451,3610
S01005743,6218,6110,5695
S01005744,2950,3342,3871
S01005745,3299,2823,4104
S01005746,5100,4661,4342
S01005747,3802,4437,2828
S01005748,2102,1946,1765
S01005749,5627,5003,6104
S01005750,2841,2810,2373
S01005751,3958,4028,4076
S01005752,1748,1431,1373
S01005753,1622,1848,4097
S01005754,1402,1094,1943
S01005755,388,1262,456
S01005756,1076,2007,1494
S01005757,741,518,578
S01005758,1155,3450,2042
S01005759,1376,480,365
S01005760,2600,1716,2236
S01005761,2609,1776,3285
S01005762,4266,4020,1732
S01005763,3617,4282,4466
S01005764,1195,1742,799
S01005765,1020,1077,317
S01005766,4038,2058,3446
S01005767,6395,5292,6487
S01005768,860,483,479
S01005769,1000,1867,646
S01005770,723,952,790
S01005771,4473,6215,5850
S01005772,1078,5109,3050
S01005773,5863,5880,5863
S01005774,2348,2389,3874
S01005775,4507,3854,2387
S01005776,3841,4196,3388
S01005777,6082,3699,4379
S01005778,2845,3560,2594
S01005779,5309,4005,4141
S01005780,5435,6368,6060
S01005781,1268,2014,2002
S01005782,1621,3362,1358
S01005783,3112,2813,3945
S01005784,4041,1460,4459
S01005785,5883,6319,4103
S01005786,1142,1603,4150
S01005787,2226,2338,3133
S01005788,6445,3442,2709
S01005789,4910,4417,5799
S01005790,3059,3512,3023
S01005791,4050,3580,4662
S01005792,1484,1314,3280
S01005793,1317,3329,2770
S01005794,5117,5126,5714
S01005795,2712,2453,1789
S01005796,3609,4139,2888
S01005797,5583,6273,5727
S01005798,2648,4066,3188
S01005799,3429,3547,2262
S01005800,2432,3060,2534
S01005801,2409,3405,4246
S01005802,5489,4962,5831
S01005803,3019,1099,4894
S01005804,3385,5547,5547
S01005805,5464,6390,6183
S01005806,3622,3542,2360
S01005807,2668,1536,1457
S01005808,2139,1818,2044
S01005809,5868,4540,4386
S01005810,3652,2856,2415
S01005811,335,341,357
S01005812,3918,5114,4693
S01005813,4242,2527,3960
S01005814,1811,3360,2506
S01005815,1805,1947,2927
S01005816,892,1889,2454
S01005817,6341,6363,6487
S01005818,4425,5397,4996
S01005819,2114,2172,1910
S01005820,3907,5584,4042
S01005821,4365,5526,5906
S01005822,4355,3673,2945
S01005823,3479,3135,3259
S01005824,6306,6400,6166
S01005825,4426,2842,4224
S01005826,6139,5417,6460
S01005827,3743,5200,6193
S01005828,1750,3380,3134
S01005829,2303,5182,4720
S01005830,3215,3202,4540
S01005831,4178,4411,3267
S01005832,2510,426,2272
S01005833,2907,3622,2404
S01005834,1309,1521,2622
S01005835,4748,5644,3748
S01005836,5448,6318,6173
S01005837,5128,6311,5681
S01005838,2816,4039,5420
S01005839,2761,5614,5005
S01005840,2833,3842,2993
S01005841,3878,4674,2912
S01005842,4195,2620,3284
S01005843,5422,4622,6081
S01005844,4164,3866,3840
S01005845,5310,4464,4849
S01005846,2088,3194,2815
S01005847,3697,3668,4931
S01005848,1048,640,2309
S01005849,4027,3479,4305
S01005850,828,521,1403
S01005851,3037,2388,1344
S01005852,4439,3266,3020
S01005853,1456,2872,2758
S01005854,2201,1242,2766
S01005855,818,1012,525
S01005856,3819,3912,3787
S01005857,1883,1986,2411
S01005858,1544,2109,2883
S01005859,5801,5251,1819
S01005860,2366,3265,1926
S01005861,5070,5801,5886
S01005862,4982,3263,4137
S01005863,2155,3058,1942
S01005864,4450,3508,3742
S01005865,998,998,2047
S01005866,19,29,69
S01005867,1564,3428,1900
S01005868,5886,6316,6487
S01005869,127,216,1428
S01005870,321,439,257
S01005871,3813,2587,2474
S01005872,5324,5216,3998
S01005873,2861,3029,4696
S01005874,219,83,1021
S01005875,4805,5612,5562
S01005876,6340,5509,5925
S01005877,4268,2376,3882
S01005878,5253,6450,6067
S01005879,5421,6013,4442
S01005880,2145,1993,644
S01005881,3400,2393,2866
S01005882,6357,6449,4965
S01005883,5184,3317,3754
S01005884,3871,4195,4565
S01005885,4949,5234,5785
S01005886,5364,5171,5046
S01005887,5797,4495,5042
S01005888,2375,3229,4121
S01005889,893,801,1030
S01005890,4362,6171,6324
S01005891,883,1856,3135
S01005892,3386,3215,1260
S01005893,3435,2675,3390
S01005894,2506,3983,3604
S01005895,4421,6059,5319
S01005896,1898,3727,4486
S01005897,2164,2230,1831
S01005898,4612,4564,4671
S01005899,1751,1915,1420
S01005900,5949,4914,5542
S01005901,3428,5163,5148
S01005902,5529,4344,4713
S01005903,3784,2730,4177
S01005904,3425,4387,2692
S01005905,4486,5516,5177
S01005906,1809,1838,2651
S01005907,2083,2150,1924
S01005908,2495,3022,1748
S01005909,2769,5276,4176
S01005910,4886,5380,6195
S01005911,3366,3782,4037
S01005912,4289,4581,4462
S01005913,496,355,217
S01005914,89,114,207
S01005915,2568,1522,2795
S01005916,2328,2026,2707
S01005917,1004,1834,1699
S01005918,4939,3951,4272
S01005919,6251,6214,6487
S01005920,5451,4689,4282
S01005921,3495,582,721
S01005922,5673,4781,4697
S01005923,4657,3664,4363
S01005924,5579,6391,6333
S01005925,6098,4514,6338
S01005926,633,560,817
S01005927,4443,5062,4568
S01005928,314,622,894
S01005929,2591,1648,3357
S01005930,3328,3421,4186
S01005931,3107,3770,3705
S01005932,1575,969,653
S01005933,4492,3451,4566
S01005934,3680,3474,3603
S01005935,3660,3635,5052
S01005936,2457,2613,2154
S01005937,5353,5130,5921
S01005938,1449,1118,696
S01005939,2914,2336,793
S01005940,581,877,1646
S01005941,6317,6434,5952
S01005942,5498,3721,4159
S01005943,3108,2490,3198
S01005944,1782,910,1731
S01005945,2130,2974,2429
S01005946,1209,373,166
S01005947,802,209,1218
S01005948,1326,1688,838
S01005949,2055,1372,2895
S01005950,3194,2020,3340
S01005951,253,633,1427
S01005952,544,108,352
S01005953,668,1541,2691
S01005954,2327,400,384
S01005955,124,50,201
S01005956,1744,1921,1191
S01005957,907,1808,687
S01005958,3020,2004,837
S01005959,1568,954,435
S01005960,4482,5874,5378
S01005961,1096,1745,845
S01005962,2483,1147,2263
S01005963,911,756,2854
S01005964,932,1918,1265
S01005965,206,536,803
S01005966,590,990,1386
S01005967,492,825,286
S01005968,1188,1556,2271
S01005969,1281,2254,2850
S01005970,1338,2462,2816
S01005971,3598,4451,4101
S01005972,649,2586,1459
S01005973,1713,2648,1891
S01005974,1586,3216,2364
S01005975,1990,1636,2489
S01005976,5258,4055,5021
S01005977,1178,2746,1105
S01005978,4212,4874,3723
S01005979,2608,2149,3915
S01005980,4448,5575,5605
S01005981,1081,3739,3531
S01005982,837,598,1368
S01005983,5492,4814,5154
S01005984,2078,3797,2837
S01005985,2131,2340,2566
S01005986,1600,2269,3059
S01005987,2456,2455,1007
S01005988,1386,2039,1315
S01005989,5993,6210,5797
S01005990,721,994,764
S01005991,2027,3283,3297
S01005992,351,695,726
S01005993,1817,2285,4050
S01005994,4005,4299,4009
S01005995,1396,1653,770
S01005996,5688,5917,5334
S01005997,2365,2074,689
S01005998,389,379,76
S01005999,4540,5661,5001
S01006000,1023,1411,835
S01006001,1974,2638,2484
S01006002,3569,1836,2379
S01006003,1257,3484,2103
S01006004,4480,2774,3385
S01006005,1219,3109,2199
S01006006,5896,4772,3077
S01006007,905,652,629
S01006008,822,2145,2599
S01006009,3383,4422,2337
S01006010,4151,4088,4767
S01006011,2500,2506,2165
S01006012,769,1254,438
S01006013,5935,6220,5160
S01006014,2050,3328,1868
S01006015,2994,4458,6017
S01006016,4867,2827,4227
S01006017,2958,4570,2774
S01006018,5013,5764,5592
S01006019,935,1203,1162
S01006020,4602,2598,5724
S01006021,3344,3260,4052
S01006022,2707,490,843
S01006023,5455,5137,6008
S01006024,2619,2918,2482
S01006025,3840,4080,3630
S01006026,4051,4969,5180
S01006027,3885,1414,3230
S01006028,242,1764,1075
S01006029,3010,3759,3868
S01006030,3082,3798,3819
S01006031,4161,4615,4527
S01006032,1943,3636,1707
S01006033,2005,2300,1752
S01006034,950,973,2009
S01006035,2885,3440,2349
S01006036,5432,3767,3765
S01006037,4964,3267,4147
S01006038,2784,1957,3567
S01006039,3904,3603,2779
S01006040,1895,1192,274
S01006041,874,738,529
S01006042,4062,3163,4782
S01006043,2470,3461,3250
S01006044,3953,2673,1648
S01006045,4649,4605,4454
S01006046,2041,2204,2150
S01006047,3843,3532,4279
S01006048,5372,4641,5265
S01006049,4243,4352,4319
S01006050,4063,3180,2182
S01006051,3475,4268,2237
S01006052,5474,5817,5169
S01006053,5244,6037,4715
S01006054,2757,3514,4109
S01006055,3524,3827,1431
S01006056,5985,6058,5113
S01006057,546,1080,662
S01006058,2124,892,969
S01006059,2842,3684,3541
S01006060,2172,1728,2003
S01006061,63,67,66
S01006062,783,297,621
S01006063,387,251,289
S01006064,1900,1438,513
S01006065,536,151,177
S01006066,2395,1493,732
S01006067,5470,5750,3817
S01006068,5397,5116,5229
S01006069,4474,4972,3339
S01006070,3897,5256,3627
S01006071,5199,4838,5705
S01006072,1084,775,2644
S01006073,2695,3732,4906
S01006074,6170,5674,5577
S01006075,2377,2282,2792
S01006076,1006,1528,1921
S01006077,1408,2288,1969
S01006078,4277,5078,5029
S01006079,2911,1618,1867
S01006080,4018,3453,3496
S01006081,4315,5127,4528
S01006082,1632,2073,1963
S01006083,2790,2997,3597
S01006084,4549,3322,4643
S01006085,4765,3771,5456
S01006086,4801,3568,4553
S01006087,2844,1935,2005
S01006088,5431,5320,5540
S01006089,1831,403,1186
S01006090,2188,960,3207
S01006091,5636,4427,5950
S01006092,3381,320,3087
S01006093,2208,1050,1626
S01006094,4169,2249,2289
S01006095,5219,4926,3764
S01006096,1708,2112,1722
S01006097,3378,3147,1880
S01006098,427,696,749
S01006099,4723,3197,4501
S01006100,237,285,58
S01006101,5682,5338,4263
S01006102,1265,1524,730
S01006103,5871,4424,5059
S01006104,1649,1911,1080
S01006105,3847,3397,2414
S01006106,2797,3127,3242
S01006107,3750,3833,1714
S01006108,1572,1169,2229
S01006109,3672,3051,3066
S01006110,2604,703,1293
S01006111,3346,4439,4287
S01006112,6171,4235,1797
S01006113,5485,4845,6154
S01006114,2936,3115,3823
S01006115,36,94,125
S01006116,5419,5382,6015
S01006117,3197,5550,4398
S01006118,6362,5824,5847
S01006119,2105,3039,1973
S01006120,139,79,98
S01006121,129,116,141
S01006122,4943,3086,3395
S01006123,75,176,55
S01006124,1854,592,311
S01006125,5025,5567,4087
S01006126,76,119,59
S01006127,1734,2426,2053
S01006128,1816,1441,407
S01006129,4493,4389,3756
S01006130,3319,3307,2749
S01006131,6240,5632,4590
S01006132,663,364,565
S01006133,5947,5434,5621
S01006134,5349,4260,2584
S01006135,1274,856,514
S01006136,650,164,974
S01006137,282,772,1413
S01006138,5102,4062,4591
S01006139,3610,1434,3809
S01006140,4490,3653,4665
S01006141,421,440,454
S01006142,5240,4332,4773
S01006143,4372,3120,3495
S01006144,5777,5059,5829
S01006145,6185,6437,5719
S01006146,4589,4645,4913
S01006147,2995,3680,4499
S01006148,4118,4934,4340
S01006149,5929,5934,6069
S01006150,5221,4660,5649
S01006151,5787,6137,5414
S01006152,5803,5825,5854
S01006153,6384,5455,5593
S01006154,6309,5985,6011
S01006155,5866,5721,5244
S01006156,5560,5246,5186
S01006157,1915,2672,2670
S01006158,6267,5973,5706
S01006159,3899,3121,3108
S01006160,4416,5668,5291
S01006161,5066,6402,5701
S01006162,5181,5586,5138
S01006163,3394,3971,3301
S01006164,4800,4685,2664
S01006165,6253,6380,6339
S01006166,5962,6493,5341
S01006167,5586,5244,6145
S01006168,4230,5340,4059
S01006169,5296,3571,3555
S01006170,2218,2277,3580
S01006171,3185,1754,3932
S01006172,2389,5932,5920
S01006173,5639,4562,1071
S01006174,4462,5101,3049
S01006175,5573,5636,5607
S01006176,4946,4909,5801
S01006177,226,28,56
S01006178,1550,2182,1671
S01006179,2686,2908,4908
S01006180,1636,1554,1176
S01006181,868,770,916
S01006182,415,422,710
S01006183,204,205,568
S01006184,3645,3439,3664
S01006185,3350,1642,3746
S01006186,27,66,83
S01006187,1495,890,153
S01006188,2136,1646,2683
S01006189,790,252,179
S01006190,1541,1290,1965
S01006191,2918,1930,2375
S01006192,128,54,103
